,pred,y,m_name
98,3.0705196857452393,2.6395572046569096,N
99,2.644273281097412,3.4677339054623997,S
100,0.7403580546379089,0.0009995003330834232,p
101,4.055777072906494,4.02257999599279,Fe
102,2.6136748790740967,2.6395572046569096,N
103,3.6210861206054688,4.02257999599279,Fe
104,2.1468420028686523,1.3869441499613877,He
105,2.114922523498535,2.6395572046569096,N
106,1.831693410873413,1.3869441499613877,He
107,-0.4192332625389099,0.0009995003330834232,p
108,3.413632392883301,4.02257999599279,Fe
109,3.791185140609741,3.4677339054623997,S
110,3.7172820568084717,4.02257999599279,Fe
111,2.3138327598571777,1.3869441499613877,He
112,1.8967182636260986,1.3869441499613877,He
113,1.650217890739441,1.3869441499613877,He
114,0.2464502602815628,0.0009995003330834232,p
115,3.985067844390869,4.02257999599279,Fe
116,-0.4965653419494629,0.0009995003330834232,p
117,0.801102876663208,0.0009995003330834232,p
118,1.090158224105835,0.0009995003330834232,p
119,2.8572044372558594,3.4677339054623997,S
120,0.25155434012413025,1.3869441499613877,He
121,2.1711935997009277,3.4677339054623997,S
122,4.015580177307129,4.02257999599279,Fe
123,2.4475812911987305,1.3869441499613877,He
124,0.6173135042190552,0.0009995003330834232,p
125,3.025583505630493,3.4677339054623997,S
126,1.0823540687561035,0.0009995003330834232,p
127,2.617417097091675,3.4677339054623997,S
128,1.5389271974563599,1.3869441499613877,He
129,2.0825793743133545,1.3869441499613877,He
130,3.2626962661743164,4.02257999599279,Fe
131,1.478325366973877,1.3869441499613877,He
132,0.8459888696670532,0.0009995003330834232,p
133,3.535456657409668,3.4677339054623997,S
134,3.4196815490722656,4.02257999599279,Fe
135,4.079680919647217,4.02257999599279,Fe
136,0.28383779525756836,0.0009995003330834232,p
137,3.8781144618988037,4.02257999599279,Fe
138,1.5275437831878662,1.3869441499613877,He
139,2.1757144927978516,2.6395572046569096,N
140,2.7999792098999023,2.6395572046569096,N
141,2.7966208457946777,3.4677339054623997,S
142,0.8765153288841248,2.6395572046569096,N
143,3.2120041847229004,2.6395572046569096,N
144,1.9098650217056274,0.0009995003330834232,p
145,1.3711971044540405,0.0009995003330834232,p
146,2.7301416397094727,3.4677339054623997,S
147,3.202387809753418,3.4677339054623997,S
148,3.430204391479492,4.02257999599279,Fe
149,2.6698293685913086,2.6395572046569096,N
150,1.480284333229065,2.6395572046569096,N
151,2.855602264404297,3.4677339054623997,S
152,2.7849693298339844,3.4677339054623997,S
153,3.7008183002471924,3.4677339054623997,S
154,2.304049015045166,2.6395572046569096,N
155,3.2861440181732178,2.6395572046569096,N
156,0.04399937018752098,0.0009995003330834232,p
157,1.4954267740249634,0.0009995003330834232,p
158,3.846320152282715,4.02257999599279,Fe
159,3.4988481998443604,3.4677339054623997,S
160,3.5698564052581787,2.6395572046569096,N
161,2.835393190383911,3.4677339054623997,S
162,1.47524094581604,2.6395572046569096,N
163,2.277857780456543,2.6395572046569096,N
164,2.949791431427002,4.02257999599279,Fe
165,3.6272130012512207,4.02257999599279,Fe
166,3.2317585945129395,3.4677339054623997,S
167,3.1803674697875977,4.02257999599279,Fe
168,1.0968561172485352,0.0009995003330834232,p
169,1.4632426500320435,0.0009995003330834232,p
170,3.1119117736816406,2.6395572046569096,N
171,2.092830181121826,1.3869441499613877,He
172,-0.8564727902412415,0.0009995003330834232,p
173,-0.1393449753522873,0.0009995003330834232,p
174,-2.700265407562256,0.0009995003330834232,p
175,3.828723192214966,4.02257999599279,Fe
176,2.38864803314209,3.4677339054623997,S
177,1.2907493114471436,2.6395572046569096,N
178,1.920771837234497,0.0009995003330834232,p
179,1.6654521226882935,0.0009995003330834232,p
180,4.413394451141357,4.02257999599279,Fe
181,2.3611245155334473,2.6395572046569096,N
182,0.4569951295852661,1.3869441499613877,He
183,4.293010234832764,4.02257999599279,Fe
184,2.535325050354004,3.4677339054623997,S
185,2.9659194946289062,4.02257999599279,Fe
186,2.8733022212982178,4.02257999599279,Fe
187,0.240729421377182,0.0009995003330834232,p
188,1.9655146598815918,1.3869441499613877,He
189,2.0983548164367676,0.0009995003330834232,p
190,2.043509006500244,1.3869441499613877,He
191,2.828280448913574,4.02257999599279,Fe
192,4.418606281280518,4.02257999599279,Fe
193,0.35927873849868774,0.0009995003330834232,p
194,1.8739943504333496,2.6395572046569096,N
195,1.4798774719238281,1.3869441499613877,He
196,3.9228057861328125,2.6395572046569096,N
197,0.094376340508461,0.0009995003330834232,p
198,3.6504440307617188,4.02257999599279,Fe
199,2.6261587142944336,2.6395572046569096,N
200,2.556687355041504,3.4677339054623997,S
201,2.472094774246216,3.4677339054623997,S
202,2.978911876678467,1.3869441499613877,He
203,3.131077289581299,3.4677339054623997,S
204,4.274333477020264,4.02257999599279,Fe
205,0.5022855997085571,1.3869441499613877,He
206,0.9285548329353333,1.3869441499613877,He
207,1.9138593673706055,1.3869441499613877,He
208,2.1737589836120605,0.0009995003330834232,p
209,2.111330032348633,1.3869441499613877,He
210,0.22850407660007477,0.0009995003330834232,p
211,1.7493793964385986,1.3869441499613877,He
212,3.6199522018432617,4.02257999599279,Fe
213,2.08270525932312,0.0009995003330834232,p
214,2.350827217102051,2.6395572046569096,N
215,3.525233507156372,4.02257999599279,Fe
216,2.6815810203552246,1.3869441499613877,He
217,3.1560235023498535,3.4677339054623997,S
218,2.321639060974121,3.4677339054623997,S
219,0.9595861434936523,0.0009995003330834232,p
220,3.4426369667053223,4.02257999599279,Fe
221,3.677314281463623,4.02257999599279,Fe
222,0.24860581755638123,0.0009995003330834232,p
223,4.199155807495117,4.02257999599279,Fe
224,3.2359137535095215,2.6395572046569096,N
225,1.7654402256011963,0.0009995003330834232,p
226,0.7444950342178345,0.0009995003330834232,p
227,0.32838258147239685,0.0009995003330834232,p
228,2.6224586963653564,3.4677339054623997,S
229,3.3152923583984375,3.4677339054623997,S
230,1.8677558898925781,1.3869441499613877,He
231,2.2422425746917725,2.6395572046569096,N
232,3.6555588245391846,4.02257999599279,Fe
233,3.8825900554656982,4.02257999599279,Fe
234,0.9618533253669739,0.0009995003330834232,p
235,2.2948946952819824,1.3869441499613877,He
236,4.206857204437256,4.02257999599279,Fe
237,3.647721767425537,2.6395572046569096,N
238,2.4506213665008545,1.3869441499613877,He
239,2.4085960388183594,4.02257999599279,Fe
240,1.790018081665039,2.6395572046569096,N
241,1.8466302156448364,0.0009995003330834232,p
242,3.409174919128418,2.6395572046569096,N
243,-0.7777037620544434,0.0009995003330834232,p
244,2.3874988555908203,2.6395572046569096,N
245,2.8396153450012207,4.02257999599279,Fe
246,3.83799147605896,4.02257999599279,Fe
247,2.0553603172302246,0.0009995003330834232,p
248,-0.8484264016151428,0.0009995003330834232,p
249,1.9130339622497559,2.6395572046569096,N
250,2.765249729156494,2.6395572046569096,N
251,2.4112207889556885,3.4677339054623997,S
252,1.7643344402313232,3.4677339054623997,S
253,1.723126769065857,2.6395572046569096,N
254,2.248271942138672,1.3869441499613877,He
255,3.092240810394287,3.4677339054623997,S
256,2.4684619903564453,2.6395572046569096,N
257,3.3333961963653564,3.4677339054623997,S
258,2.5331215858459473,3.4677339054623997,S
259,1.1032063961029053,1.3869441499613877,He
260,1.1740238666534424,0.0009995003330834232,p
261,0.03920270875096321,0.0009995003330834232,p
262,2.8847007751464844,3.4677339054623997,S
263,3.850336790084839,3.4677339054623997,S
264,3.280284881591797,3.4677339054623997,S
265,2.7205703258514404,0.0009995003330834232,p
266,3.018782615661621,3.4677339054623997,S
267,3.7165021896362305,4.02257999599279,Fe
268,3.367551565170288,4.02257999599279,Fe
269,1.2901681661605835,0.0009995003330834232,p
270,2.443701982498169,3.4677339054623997,S
271,0.653050422668457,1.3869441499613877,He
272,3.1830198764801025,2.6395572046569096,N
273,2.819943904876709,2.6395572046569096,N
274,2.4886131286621094,1.3869441499613877,He
275,0.2954014539718628,0.0009995003330834232,p
276,2.5731146335601807,2.6395572046569096,N
277,1.5968602895736694,1.3869441499613877,He
278,2.9777092933654785,4.02257999599279,Fe
279,2.5844264030456543,2.6395572046569096,N
280,2.9911954402923584,2.6395572046569096,N
281,0.9661363363265991,0.0009995003330834232,p
282,3.0831503868103027,3.4677339054623997,S
283,1.6291146278381348,1.3869441499613877,He
284,1.2140100002288818,1.3869441499613877,He
285,2.392514228820801,2.6395572046569096,N
286,2.1965088844299316,2.6395572046569096,N
287,-0.6932203769683838,0.0009995003330834232,p
288,2.4445786476135254,2.6395572046569096,N
289,2.4474148750305176,2.6395572046569096,N
290,3.103898048400879,3.4677339054623997,S
291,-0.022420678287744522,0.0009995003330834232,p
292,2.0763509273529053,2.6395572046569096,N
293,0.24950706958770752,0.0009995003330834232,p
294,3.811490535736084,4.02257999599279,Fe
295,0.7806100249290466,0.0009995003330834232,p
296,-1.5420217514038086,0.0009995003330834232,p
297,2.826010227203369,3.4677339054623997,S
298,3.00907039642334,4.02257999599279,Fe
299,3.5336196422576904,4.02257999599279,Fe
300,-0.7676550149917603,0.0009995003330834232,p
301,4.2020416259765625,4.02257999599279,Fe
302,2.367485523223877,2.6395572046569096,N
303,2.925175189971924,2.6395572046569096,N
304,3.433190107345581,3.4677339054623997,S
305,3.3605430126190186,4.02257999599279,Fe
306,3.401616096496582,4.02257999599279,Fe
307,-1.5280039310455322,0.0009995003330834232,p
308,2.4628524780273438,3.4677339054623997,S
309,3.3220055103302,3.4677339054623997,S
310,1.3767682313919067,0.0009995003330834232,p
311,1.6611557006835938,1.3869441499613877,He
312,1.157022476196289,1.3869441499613877,He
313,2.9762213230133057,2.6395572046569096,N
314,2.920614242553711,2.6395572046569096,N
315,0.7147372961044312,0.0009995003330834232,p
316,1.7175546884536743,0.0009995003330834232,p
317,1.9929181337356567,1.3869441499613877,He
318,3.0280869007110596,3.4677339054623997,S
319,2.429504871368408,3.4677339054623997,S
320,3.8008081912994385,3.4677339054623997,S
321,2.9012489318847656,2.6395572046569096,N
322,1.7334680557250977,1.3869441499613877,He
323,2.466154098510742,3.4677339054623997,S
324,3.0308678150177,2.6395572046569096,N
325,2.9883382320404053,3.4677339054623997,S
326,2.261044502258301,2.6395572046569096,N
327,1.0838732719421387,0.0009995003330834232,p
328,2.9017176628112793,2.6395572046569096,N
329,0.5354704856872559,0.0009995003330834232,p
330,3.6609857082366943,4.02257999599279,Fe
331,0.9946929812431335,0.0009995003330834232,p
332,1.9760100841522217,1.3869441499613877,He
333,2.4772610664367676,3.4677339054623997,S
334,1.2429925203323364,2.6395572046569096,N
335,0.6310370564460754,0.0009995003330834232,p
336,3.941295862197876,4.02257999599279,Fe
337,1.9911472797393799,0.0009995003330834232,p
338,-0.034872978925704956,1.3869441499613877,He
339,3.217630624771118,4.02257999599279,Fe
340,2.4399209022521973,3.4677339054623997,S
341,3.8689095973968506,3.4677339054623997,S
342,1.2764846086502075,0.0009995003330834232,p
343,2.5180554389953613,0.0009995003330834232,p
344,0.10944457352161407,0.0009995003330834232,p
345,3.766252279281616,4.02257999599279,Fe
346,2.79594087600708,2.6395572046569096,N
347,1.5225646495819092,1.3869441499613877,He
348,2.5361247062683105,1.3869441499613877,He
349,3.096726417541504,3.4677339054623997,S
350,2.250002145767212,2.6395572046569096,N
351,1.206500768661499,0.0009995003330834232,p
352,2.307069778442383,3.4677339054623997,S
353,3.467151641845703,3.4677339054623997,S
354,4.227592468261719,4.02257999599279,Fe
355,1.3616788387298584,0.0009995003330834232,p
356,0.11896038055419922,0.0009995003330834232,p
357,-1.4252135753631592,0.0009995003330834232,p
358,2.8692984580993652,3.4677339054623997,S
359,4.006564617156982,4.02257999599279,Fe
360,2.067659378051758,1.3869441499613877,He
361,2.335726261138916,2.6395572046569096,N
362,-0.7180413007736206,0.0009995003330834232,p
363,1.2073495388031006,1.3869441499613877,He
364,0.9261634945869446,0.0009995003330834232,p
365,2.5357656478881836,3.4677339054623997,S
366,2.424053192138672,2.6395572046569096,N
367,1.782720685005188,0.0009995003330834232,p
368,2.8406035900115967,2.6395572046569096,N
369,3.4841442108154297,4.02257999599279,Fe
370,2.867335796356201,1.3869441499613877,He
371,2.5429272651672363,0.0009995003330834232,p
372,2.916278600692749,2.6395572046569096,N
373,1.4026466608047485,2.6395572046569096,N
374,2.3700151443481445,1.3869441499613877,He
375,0.5708459615707397,0.0009995003330834232,p
376,1.980403184890747,1.3869441499613877,He
377,2.2354860305786133,2.6395572046569096,N
378,1.102342963218689,1.3869441499613877,He
379,2.702266216278076,2.6395572046569096,N
380,1.7657614946365356,1.3869441499613877,He
381,3.169649124145508,4.02257999599279,Fe
382,3.22598934173584,3.4677339054623997,S
383,3.0954363346099854,3.4677339054623997,S
384,2.388176918029785,2.6395572046569096,N
385,4.188742160797119,3.4677339054623997,S
386,3.0952672958374023,4.02257999599279,Fe
387,3.4911818504333496,4.02257999599279,Fe
388,3.1597225666046143,1.3869441499613877,He
389,3.083831548690796,2.6395572046569096,N
390,0.9881118535995483,0.0009995003330834232,p
391,1.0621824264526367,0.0009995003330834232,p
392,2.7224347591400146,2.6395572046569096,N
393,1.6677606105804443,1.3869441499613877,He
394,2.534060001373291,2.6395572046569096,N
395,3.2023839950561523,3.4677339054623997,S
396,0.7199617624282837,1.3869441499613877,He
397,2.994513511657715,3.4677339054623997,S
398,3.2850911617279053,3.4677339054623997,S
399,-0.5130525827407837,0.0009995003330834232,p
400,3.0916476249694824,4.02257999599279,Fe
401,2.1623387336730957,0.0009995003330834232,p
402,1.4554407596588135,1.3869441499613877,He
403,4.170812606811523,3.4677339054623997,S
404,-0.6027600765228271,0.0009995003330834232,p
405,3.7753067016601562,4.02257999599279,Fe
406,1.0827374458312988,1.3869441499613877,He
407,2.473337173461914,1.3869441499613877,He
408,1.2307652235031128,0.0009995003330834232,p
409,3.659511089324951,3.4677339054623997,S
410,3.831529140472412,4.02257999599279,Fe
411,3.1913843154907227,4.02257999599279,Fe
412,1.3021371364593506,0.0009995003330834232,p
413,3.4334890842437744,3.4677339054623997,S
414,2.396908760070801,3.4677339054623997,S
415,2.680654287338257,1.3869441499613877,He
416,2.5133070945739746,0.0009995003330834232,p
417,2.7466087341308594,1.3869441499613877,He
418,2.105767011642456,2.6395572046569096,N
419,2.7313404083251953,1.3869441499613877,He
420,3.6598756313323975,4.02257999599279,Fe
421,1.4175676107406616,1.3869441499613877,He
422,2.7657113075256348,1.3869441499613877,He
423,1.7486299276351929,0.0009995003330834232,p
424,1.7567747831344604,1.3869441499613877,He
425,1.926762342453003,0.0009995003330834232,p
426,1.6570751667022705,1.3869441499613877,He
427,3.5002007484436035,3.4677339054623997,S
428,0.6789324283599854,0.0009995003330834232,p
429,1.9244346618652344,1.3869441499613877,He
430,3.075047731399536,2.6395572046569096,N
431,2.152486562728882,2.6395572046569096,N
432,0.9568209052085876,1.3869441499613877,He
433,3.356306791305542,1.3869441499613877,He
434,3.6777868270874023,2.6395572046569096,N
435,0.9982115030288696,0.0009995003330834232,p
436,0.9465399384498596,0.0009995003330834232,p
437,3.3684234619140625,3.4677339054623997,S
438,1.3195850849151611,0.0009995003330834232,p
439,3.322267532348633,3.4677339054623997,S
440,2.2657341957092285,1.3869441499613877,He
441,2.287701368331909,1.3869441499613877,He
442,2.594731330871582,3.4677339054623997,S
443,0.10894954204559326,0.0009995003330834232,p
444,3.743488311767578,3.4677339054623997,S
445,0.9901615381240845,0.0009995003330834232,p
446,3.7818548679351807,4.02257999599279,Fe
447,1.7905983924865723,1.3869441499613877,He
448,3.4871582984924316,2.6395572046569096,N
449,1.337585210800171,0.0009995003330834232,p
450,1.6874470710754395,1.3869441499613877,He
451,1.0467220544815063,1.3869441499613877,He
452,3.845801830291748,4.02257999599279,Fe
453,3.473083019256592,4.02257999599279,Fe
454,0.9729089736938477,1.3869441499613877,He
455,0.9596178531646729,1.3869441499613877,He
456,3.0289885997772217,2.6395572046569096,N
457,1.1137938499450684,0.0009995003330834232,p
458,2.6969242095947266,3.4677339054623997,S
459,2.715427875518799,2.6395572046569096,N
460,0.6255214810371399,0.0009995003330834232,p
461,2.7986834049224854,4.02257999599279,Fe
462,2.2539451122283936,2.6395572046569096,N
463,2.691965103149414,3.4677339054623997,S
464,2.1767706871032715,1.3869441499613877,He
465,2.2718968391418457,1.3869441499613877,He
466,2.7062618732452393,2.6395572046569096,N
467,-0.8921493887901306,0.0009995003330834232,p
468,3.318293809890747,4.02257999599279,Fe
469,-1.0813030004501343,0.0009995003330834232,p
470,3.3043031692504883,4.02257999599279,Fe
471,2.196129322052002,3.4677339054623997,S
472,1.4857618808746338,0.0009995003330834232,p
473,-0.1260082721710205,0.0009995003330834232,p
474,0.9236869812011719,0.0009995003330834232,p
475,1.7164654731750488,1.3869441499613877,He
476,1.5557799339294434,1.3869441499613877,He
477,1.2023420333862305,1.3869441499613877,He
478,1.7114239931106567,0.0009995003330834232,p
479,3.6753182411193848,4.02257999599279,Fe
480,2.248805522918701,1.3869441499613877,He
481,1.5449914932250977,1.3869441499613877,He
482,1.4667081832885742,1.3869441499613877,He
483,2.049220561981201,3.4677339054623997,S
484,3.517601251602173,3.4677339054623997,S
485,3.593731164932251,4.02257999599279,Fe
486,2.1355385780334473,1.3869441499613877,He
487,1.1952769756317139,1.3869441499613877,He
488,2.034581422805786,3.4677339054623997,S
489,3.352564811706543,2.6395572046569096,N
490,1.4008851051330566,1.3869441499613877,He
491,3.5921249389648438,4.02257999599279,Fe
492,1.047308325767517,1.3869441499613877,He
493,1.982069969177246,3.4677339054623997,S
494,1.3274526596069336,3.4677339054623997,S
495,2.5242888927459717,3.4677339054623997,S
496,1.6988604068756104,1.3869441499613877,He
497,3.4699835777282715,4.02257999599279,Fe
498,1.5878771543502808,1.3869441499613877,He
499,3.2244720458984375,3.4677339054623997,S
500,3.0716705322265625,3.4677339054623997,S
501,1.4496376514434814,1.3869441499613877,He
502,3.35945725440979,4.02257999599279,Fe
503,1.4634904861450195,0.0009995003330834232,p
504,2.335815906524658,2.6395572046569096,N
505,2.6880619525909424,1.3869441499613877,He
506,1.6488317251205444,1.3869441499613877,He
507,2.5939953327178955,2.6395572046569096,N
508,1.8922182321548462,1.3869441499613877,He
509,1.260356068611145,0.0009995003330834232,p
510,0.6862928867340088,0.0009995003330834232,p
511,1.534515619277954,1.3869441499613877,He
512,2.0610227584838867,3.4677339054623997,S
513,0.866392970085144,1.3869441499613877,He
514,0.611794650554657,0.0009995003330834232,p
515,2.5831522941589355,3.4677339054623997,S
516,-0.13918066024780273,0.0009995003330834232,p
517,3.0660176277160645,3.4677339054623997,S
518,0.699893593788147,0.0009995003330834232,p
519,3.2796530723571777,4.02257999599279,Fe
520,1.7476760149002075,2.6395572046569096,N
521,3.3970367908477783,4.02257999599279,Fe
522,-0.9153186678886414,0.0009995003330834232,p
523,2.035590171813965,0.0009995003330834232,p
524,3.232677459716797,3.4677339054623997,S
525,0.8474780917167664,0.0009995003330834232,p
526,1.3959816694259644,1.3869441499613877,He
527,2.613166332244873,3.4677339054623997,S
528,1.2603408098220825,0.0009995003330834232,p
529,2.6536803245544434,3.4677339054623997,S
530,1.6132705211639404,0.0009995003330834232,p
531,2.3437273502349854,2.6395572046569096,N
532,2.5382933616638184,2.6395572046569096,N
533,2.0245823860168457,0.0009995003330834232,p
534,3.7355473041534424,3.4677339054623997,S
535,1.4491660594940186,1.3869441499613877,He
536,2.6053810119628906,1.3869441499613877,He
537,3.00693416595459,2.6395572046569096,N
538,2.7172365188598633,1.3869441499613877,He
539,2.755202293395996,2.6395572046569096,N
540,4.10847282409668,4.02257999599279,Fe
541,2.2386081218719482,1.3869441499613877,He
542,2.9580681324005127,2.6395572046569096,N
543,3.0383660793304443,4.02257999599279,Fe
544,3.4906160831451416,3.4677339054623997,S
545,0.6803821921348572,1.3869441499613877,He
546,2.3123083114624023,2.6395572046569096,N
547,-1.7996304035186768,0.0009995003330834232,p
548,4.033472537994385,3.4677339054623997,S
549,3.7116193771362305,2.6395572046569096,N
550,2.0141441822052,3.4677339054623997,S
551,3.2959063053131104,4.02257999599279,Fe
552,1.5127750635147095,3.4677339054623997,S
553,1.4216110706329346,1.3869441499613877,He
554,-0.26806631684303284,0.0009995003330834232,p
555,1.8037705421447754,1.3869441499613877,He
556,3.9084393978118896,3.4677339054623997,S
557,2.4845800399780273,2.6395572046569096,N
558,3.5834853649139404,4.02257999599279,Fe
559,0.06638261675834656,0.0009995003330834232,p
560,1.6805782318115234,1.3869441499613877,He
561,0.7502787709236145,0.0009995003330834232,p
562,2.8545565605163574,2.6395572046569096,N
563,2.758134365081787,2.6395572046569096,N
564,3.701456069946289,4.02257999599279,Fe
565,2.850978374481201,0.0009995003330834232,p
566,2.338992118835449,1.3869441499613877,He
567,4.1960835456848145,4.02257999599279,Fe
568,2.77058744430542,2.6395572046569096,N
569,3.245394706726074,3.4677339054623997,S
570,2.914844274520874,3.4677339054623997,S
571,3.7271625995635986,4.02257999599279,Fe
572,0.5062048435211182,0.0009995003330834232,p
573,3.064568519592285,2.6395572046569096,N
574,1.7176607847213745,0.0009995003330834232,p
575,3.163010597229004,4.02257999599279,Fe
576,2.9611096382141113,0.0009995003330834232,p
577,0.28332334756851196,0.0009995003330834232,p
578,1.4481666088104248,1.3869441499613877,He
579,1.8283711671829224,1.3869441499613877,He
580,1.6729929447174072,1.3869441499613877,He
581,3.096311569213867,3.4677339054623997,S
582,2.8928065299987793,2.6395572046569096,N
583,2.019507884979248,2.6395572046569096,N
584,3.7281954288482666,4.02257999599279,Fe
585,0.452732115983963,0.0009995003330834232,p
586,0.7397007942199707,0.0009995003330834232,p
587,-1.9350814819335938,0.0009995003330834232,p
588,2.401596784591675,2.6395572046569096,N
589,2.9873063564300537,3.4677339054623997,S
590,2.329078435897827,1.3869441499613877,He
591,1.895458459854126,1.3869441499613877,He
592,1.0643184185028076,0.0009995003330834232,p
593,1.7370465993881226,3.4677339054623997,S
594,1.677154302597046,0.0009995003330834232,p
595,1.9235124588012695,2.6395572046569096,N
596,3.712526321411133,2.6395572046569096,N
597,2.1070237159729004,0.0009995003330834232,p
598,1.8935588598251343,1.3869441499613877,He
599,3.4992103576660156,4.02257999599279,Fe
600,2.438756227493286,2.6395572046569096,N
601,1.0878708362579346,1.3869441499613877,He
602,3.4640281200408936,4.02257999599279,Fe
603,2.012216567993164,1.3869441499613877,He
604,2.136841297149658,1.3869441499613877,He
605,1.1458534002304077,1.3869441499613877,He
606,1.6267094612121582,0.0009995003330834232,p
607,0.4002677798271179,1.3869441499613877,He
608,1.3669358491897583,1.3869441499613877,He
609,2.6400232315063477,3.4677339054623997,S
610,2.7977592945098877,3.4677339054623997,S
611,1.1905815601348877,0.0009995003330834232,p
612,1.520202875137329,0.0009995003330834232,p
613,2.3270459175109863,2.6395572046569096,N
614,2.8332247734069824,3.4677339054623997,S
615,2.3590087890625,2.6395572046569096,N
616,2.8687193393707275,4.02257999599279,Fe
617,0.5342144966125488,0.0009995003330834232,p
618,0.7816804647445679,1.3869441499613877,He
619,3.7212073802948,4.02257999599279,Fe
620,3.428483009338379,4.02257999599279,Fe
621,2.238579750061035,2.6395572046569096,N
622,1.3380038738250732,3.4677339054623997,S
623,2.6081385612487793,3.4677339054623997,S
624,3.1871025562286377,4.02257999599279,Fe
625,1.5936849117279053,1.3869441499613877,He
626,2.4086947441101074,3.4677339054623997,S
627,3.6069960594177246,2.6395572046569096,N
628,1.39577054977417,1.3869441499613877,He
629,1.1918574571609497,0.0009995003330834232,p
630,1.28535795211792,0.0009995003330834232,p
631,1.08741295337677,1.3869441499613877,He
